method,surfaceIfs,nestedIfs,surfaceSwitches,nestedSwitches,surfaceFors,nestedFors,surfaceForEachs,nestedForEachs,surfaceWhiles,nestedWhiles,surfaceDos,nestedDos,iterativeStmts,conditionalStmts
org.apache.ibatis.mapping.MappedStatement.getBoundSql(Object),1,2,0,0,0,0,1,0,0,0,0,0,1,3
org.apache.ibatis.jdbc.ScriptRunner.executeStatement(String),2,2,0,0,0,0,0,0,0,0,0,0,0,4
org.apache.ibatis.datasource.unpooled.UnpooledDataSource.initializeDriver(),1,1,0,0,0,0,0,0,0,0,0,0,0,2
org.apache.ibatis.builder.xml.XMLConfigBuilder.settingsAsProperties(XNode),1,1,0,0,0,0,1,0,0,0,0,0,1,2
org.apache.ibatis.parsing.XNode.getParent(),1,0,0,0,0,0,0,0,0,0,0,0,0,1
"org.apache.ibatis.executor.resultset.DefaultResultSetHandler.handleRowValuesForSimpleResultMap(ResultSetWrapper,ResultMap,ResultHandler<?>,RowBounds,ResultMapping)",0,0,0,0,0,0,0,0,1,0,0,0,1,0
"org.apache.ibatis.binding.MapperMethod.execute(SqlSession,Object[])",1,0,1,0,0,0,0,0,0,0,0,0,0,2
org.apache.ibatis.builder.annotation.MapperAnnotationBuilder.parse(),1,1,0,0,0,0,0,1,0,0,0,0,1,2
org.apache.ibatis.parsing.XNode.getChildren(),1,1,0,0,0,1,0,0,0,0,0,0,1,2
"org.apache.ibatis.builder.xml.XMLMapperBuilder.buildResultMappingFromContext(XNode,Class<?>,List<ResultFlag>)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"org.apache.ibatis.builder.annotation.MapperAnnotationBuilder.getSqlSourceFromAnnotations(Method,Class<?>,LanguageDriver)",0,2,0,0,0,0,0,0,0,0,0,0,0,2
org.apache.ibatis.reflection.factory.DefaultObjectFactory.resolveInterface(Class<?>),1,0,0,0,0,0,0,0,0,0,0,0,0,1
"org.apache.ibatis.reflection.Reflector.resolveSetterConflicts(Map<String,List<Method>>)",0,3,0,0,0,0,1,1,0,0,0,0,2,3
org.apache.ibatis.reflection.wrapper.BeanWrapper.hasSetter(String),1,2,0,0,0,0,0,0,0,0,0,0,0,3
"org.apache.ibatis.reflection.Reflector.addMethodConflict(Map<String,List<Method>>,String,Method)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.ibatis.session.Configuration.newMetaObject(Object),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.session.Configuration.isLazyLoadingEnabled(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.reflection.Reflector.addGetField(Field),1,0,0,0,0,0,0,0,0,0,0,0,0,1
"org.apache.ibatis.parsing.XPathParser.commonConstructor(boolean,Properties,EntityResolver)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.reflection.MetaClass.hasSetter(String),1,1,0,0,0,0,0,0,0,0,0,0,0,2
org.apache.ibatis.datasource.unpooled.UnpooledDataSourceFactory.setProperties(Properties),1,1,0,0,0,0,1,0,0,0,0,0,1,2
"org.apache.ibatis.builder.xml.XMLMapperEntityResolver.resolveEntity(String,String)",0,2,0,0,0,0,0,0,0,0,0,0,0,2
org.apache.ibatis.reflection.Reflector.addDefaultConstructor(Class<?>),0,3,0,0,0,0,1,0,0,0,0,0,1,3
org.apache.ibatis.builder.StaticSqlSource.getBoundSql(Object),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.reflection.Reflector.addSetField(Field),1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.ibatis.mapping.ResultMapping.getFlags(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.apache.ibatis.builder.xml.XMLMapperEntityResolver.getInputSource(String,String,String)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.ibatis.type.TypeAliasRegistry.resolveAlias(String),0,2,0,0,0,0,0,0,0,0,0,0,0,2
"org.apache.ibatis.reflection.MetaObject.forObject(Object,ObjectFactory,ObjectWrapperFactory,ReflectorFactory)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"org.apache.ibatis.executor.SimpleExecutor.doQuery(MappedStatement,Object,RowBounds,ResultHandler,BoundSql)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.builder.MapperBuilderAssistant.parseCompositeColumnName(String),1,0,0,0,0,0,0,0,0,1,0,0,1,1
"org.apache.ibatis.reflection.TypeParameterResolver.resolveParamTypes(Method,Type)",0,0,0,0,1,0,0,0,0,0,0,0,1,0
"org.apache.ibatis.executor.resultset.DefaultResultSetHandler.shouldProcessMoreRows(ResultContext<?>,RowBounds)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.builder.annotation.MapperAnnotationBuilder.parseCache(),1,0,0,0,0,0,0,0,0,0,0,0,0,1
"org.apache.ibatis.executor.resultset.DefaultResultSetHandler.createResultObject(ResultSetWrapper,ResultMap,List<Class<?>>,List<Object>,String)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.ibatis.session.Configuration.checkLocallyForDiscriminatedNestedResultMaps(ResultMap),1,2,0,0,0,0,0,1,0,0,0,0,1,3
org.apache.ibatis.scripting.xmltags.DynamicContext.appendSql(String),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.parsing.XNode.getNode(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.reflection.wrapper.MapWrapper.hasGetter(String),1,2,0,0,0,0,0,0,0,0,0,0,0,3
"org.apache.ibatis.parsing.XNode.getIntAttribute(String,Integer)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"org.apache.ibatis.executor.resultset.DefaultResultSetHandler.applyPropertyMappings(ResultSetWrapper,ResultMap,MetaObject,ResultLoaderMap,String)",0,5,0,0,0,0,1,0,0,0,0,0,1,5
"org.apache.ibatis.reflection.wrapper.BeanWrapper.setBeanProperty(PropertyTokenizer,Object,Object)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.apache.ibatis.executor.SimpleExecutor.prepareStatement(StatementHandler,Log)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.apache.ibatis.reflection.TypeParameterResolver.resolveGenericArrayType(GenericArrayType,Type,Class<?>)",2,0,0,0,0,0,0,0,0,0,0,0,0,2
org.apache.ibatis.jdbc.ScriptRunner.commandReadyToExecute(String),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.apache.ibatis.executor.resultset.ResultSetWrapper.loadMappedAndUnmappedColumnNames(ResultMap,String)",0,1,0,0,0,0,1,0,0,0,0,0,1,1
org.apache.ibatis.mapping.BoundSql.hasAdditionalParameter(String),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.builder.xml.XMLMapperBuilder.parameterMapElement(List<XNode>),0,0,0,0,0,0,1,1,0,0,0,0,2,0
org.apache.ibatis.cache.decorators.LruCache.setSize(int),1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.ibatis.scripting.LanguageDriverRegistry.register(Class<?>),2,0,0,0,0,0,0,0,0,0,0,0,0,2
"org.apache.ibatis.type.TypeHandlerRegistry.register(Type,TypeHandler<?extendsT>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.mapping.ResultMap.hasNestedResultMaps(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.cache.decorators.TransactionalCache.flushPendingEntries(),0,1,0,0,0,0,2,0,0,0,0,0,2,1
"org.apache.ibatis.parsing.XNode.getBooleanAttribute(String,Boolean)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"org.apache.ibatis.builder.xml.XMLStatementBuilder.parseSelectKeyNode(String,XNode,Class<?>,LanguageDriver,String)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.apache.ibatis.reflection.TypeParameterResolver.resolveReturnType(Method,Type)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.session.Configuration.addLoadedResource(String),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.apache.ibatis.builder.MapperBuilderAssistant.buildDiscriminator(Class<?>,String,Class<?>,JdbcType,Class<?extendsTypeHandler<?>>,Map<String,String>)",0,0,0,0,0,0,1,0,0,0,0,0,1,0
org.apache.ibatis.builder.xml.XMLMapperBuilder.resultMapElements(List<XNode>),0,0,0,0,0,0,1,0,0,0,0,0,1,0
org.apache.ibatis.session.Configuration.isResourceLoaded(String),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.apache.ibatis.type.TypeHandlerRegistry.register(JdbcType,TypeHandler<?>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.apache.ibatis.executor.resultset.ResultSetWrapper.getMapKey(ResultMap,String)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.logging.LogFactory.tryImplementation(Runnable),1,0,0,0,0,0,0,0,0,0,0,0,0,1
"org.apache.ibatis.builder.ParameterExpression.skipWS(String,int)",0,1,0,0,1,0,0,0,0,0,0,0,1,1
"org.apache.ibatis.cache.decorators.WeakCache.putObject(Object,Object)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.mapping.ResultMap.getDiscriminator(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.apache.ibatis.datasource.unpooled.UnpooledDataSourceFactory.convertValue(MetaObject,String,String)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"org.apache.ibatis.scripting.xmltags.XMLLanguageDriver.createSqlSource(Configuration,String,Class<?>)",1,1,0,0,0,0,0,0,0,0,0,0,0,2
"org.apache.ibatis.reflection.MetaObject.setValue(String,Object)",1,2,0,0,0,0,0,0,0,0,0,0,0,3
"org.apache.ibatis.builder.xml.XMLMapperBuilder.sqlElement(List<XNode>,String)",0,1,0,0,0,0,1,0,0,0,0,0,1,1
org.apache.ibatis.scripting.xmltags.TextSqlNode.createParser(TokenHandler),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.apache.ibatis.executor.loader.ResultLoaderMap.addLoader(String,MetaObject,ResultLoader)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"org.apache.ibatis.plugin.Plugin.getAllInterfaces(Class<?>,Map<Class<?>,Set<Method>>)",0,1,0,0,0,0,0,1,1,0,0,0,2,1
org.apache.ibatis.reflection.property.PropertyTokenizer.getName(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.apache.ibatis.executor.statement.BaseStatementHandler.setStatementTimeout(Statement,Integer)",2,0,0,0,0,0,0,0,0,0,0,0,0,2
"org.apache.ibatis.reflection.Reflector.addSetMethod(String,Method)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"org.apache.ibatis.reflection.ParamNameResolver.getActualParamName(Method,int)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"org.apache.ibatis.builder.MapperBuilderAssistant.resolveResultJavaType(Class<?>,String,Class<?>)",2,0,0,0,0,0,0,0,0,0,0,0,0,2
"org.apache.ibatis.builder.ParameterExpression.property(String,int)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.ibatis.builder.annotation.MapperAnnotationBuilder.parseResultMap(Method),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.jdbc.SqlBuilder.RESET(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.apache.ibatis.executor.CachingExecutor.query(MappedStatement,Object,RowBounds,ResultHandler)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.apache.ibatis.type.TypeHandlerRegistry.hasTypeHandler(Class<?>,JdbcType)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.reflection.ArrayUtil.hashCode(Object),3,0,0,0,0,0,0,0,0,0,0,0,0,3
org.apache.ibatis.builder.BaseBuilder.resolveClass(String),1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.ibatis.cache.decorators.SerializedCache.deserialize(byte[]),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.apache.ibatis.parsing.XPathParser.evaluate(String,Object,QName)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.builder.xml.XMLMapperBuilder.bindMapperForNamespace(),1,2,0,0,0,0,0,0,0,0,0,0,0,3
org.apache.ibatis.session.Configuration.getTypeHandlerRegistry(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.builder.annotation.MapperAnnotationBuilder.getParameterType(Method),0,2,0,0,0,0,1,0,0,0,0,0,1,2
org.apache.ibatis.cache.TransactionalCacheManager.commit(),0,0,0,0,0,0,1,0,0,0,0,0,1,0
"org.apache.ibatis.builder.xml.XMLMapperBuilder.processNestedResultMappings(XNode,List<ResultMapping>)",1,1,0,0,0,0,0,0,0,0,0,0,0,2
org.apache.ibatis.parsing.XNode.newXNode(Node),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.transaction.jdbc.JdbcTransaction.close(),1,1,0,0,0,0,0,0,0,0,0,0,0,2
"org.apache.ibatis.executor.resultset.DefaultResultSetHandler.getNestedQueryMappingValue(ResultSet,MetaObject,ResultMapping,ResultLoaderMap,String)",1,2,0,0,0,0,0,0,0,0,0,0,0,3
org.apache.ibatis.scripting.xmltags.TextSqlNode.apply(DynamicContext),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.apache.ibatis.io.ClassLoaderWrapper.classForName(String,ClassLoader[])",0,2,0,0,0,0,1,0,0,0,0,0,1,2
"org.apache.ibatis.io.Resources.getResourceAsStream(ClassLoader,String)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.ibatis.scripting.xmltags.MixedSqlNode.apply(DynamicContext),0,0,0,0,0,0,1,0,0,0,0,0,1,0
"org.apache.ibatis.reflection.TypeParameterResolver.resolveTypeVar(TypeVariable<?>,Type,Class<?>)",3,2,0,0,0,0,1,0,0,0,0,0,1,5
org.apache.ibatis.session.Configuration.getSqlFragments(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.apache.ibatis.executor.loader.javassist.JavassistProxyFactory.createProxy(Object,ResultLoaderMap,Configuration,ObjectFactory,List<Class<?>>,List<Object>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.mapping.CacheBuilder.setStandardDecorators(Cache),0,4,0,0,0,0,0,0,0,0,0,0,0,4
"org.apache.ibatis.builder.MapperBuilderAssistant.buildParameterMapping(Class<?>,String,Class<?>,JdbcType,String,ParameterMode,Class<?extendsTypeHandler<?>>,Integer)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.parsing.XNode.getChildrenAsProperties(),0,1,0,0,0,0,1,0,0,0,0,0,1,1
org.apache.ibatis.builder.annotation.MapperAnnotationBuilder.getLanguageDriver(Method),1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.ibatis.session.Configuration.addResultMap(ResultMap),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.cache.impl.PerpetualCache.getObject(Object),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.scripting.defaults.DefaultParameterHandler.setParameters(PreparedStatement),1,3,0,0,0,1,0,0,0,0,0,0,1,4
"org.apache.ibatis.builder.ParameterExpression.skipUntil(String,int,String)",0,1,0,0,1,0,0,0,0,0,0,0,1,1
"org.apache.ibatis.builder.xml.XMLIncludeTransformer.getStringAttribute(Node,String)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.jdbc.ScriptRunner.runScript(Reader),0,1,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.ibatis.binding.MapperProxyFactory.newInstance(MapperProxy<T>),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.jdbc.ScriptRunner.commitConnection(),0,1,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.ibatis.executor.BaseExecutor.getConnection(Log),1,0,0,0,0,0,0,0,0,0,0,0,0,1
"org.apache.ibatis.type.TypeHandlerRegistry.register(Type,JdbcType,TypeHandler<?>)",1,1,0,0,0,0,0,0,0,0,0,0,0,2
"org.apache.ibatis.reflection.TypeParameterResolver.resolveFieldType(Field,Type)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.builder.xml.XMLMapperBuilder.parse(),1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.ibatis.scripting.LanguageDriverRegistry.setDefaultDriverClass(Class<?>),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.apache.ibatis.builder.annotation.MapperAnnotationBuilder.applyResultMap(String,Class<?>,Arg[],Result[],TypeDiscriminator)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.apache.ibatis.executor.resultset.DefaultResultSetHandler.shouldApplyAutomaticMappings(ResultMap,boolean)",1,1,0,0,0,0,0,0,0,0,0,0,0,2
org.apache.ibatis.session.defaults.DefaultSqlSession.close(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.executor.statement.PreparedStatementHandler.instantiateStatement(Connection),1,1,0,0,0,0,0,0,0,0,0,0,0,2
org.apache.ibatis.builder.MapperBuilderAssistant.parseMultipleColumnNames(String),1,1,0,0,0,0,0,0,0,1,0,0,1,2
org.apache.ibatis.cache.decorators.SoftCache.getObject(Object),1,2,0,0,0,0,0,0,0,0,0,0,0,3
org.apache.ibatis.mapping.VendorDatabaseIdProvider.getDatabaseProductName(DataSource),0,1,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.ibatis.builder.annotation.MapperAnnotationBuilder.getSqlCommandType(Method),1,2,0,0,0,0,0,0,0,0,0,0,0,3
org.apache.ibatis.executor.resultset.ResultSetWrapper.getColumnNames(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.apache.ibatis.reflection.factory.DefaultObjectFactory.create(Class<T>,List<Class<?>>,List<Object>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.builder.annotation.MapperAnnotationBuilder.generateResultMapName(Method),2,0,0,0,0,0,1,0,0,0,0,0,1,2
org.apache.ibatis.logging.LogFactory.useSlf4jLogging(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.apache.ibatis.scripting.xmltags.ForEachSqlNode.itemizeItem(String,int)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.plugin.InterceptorChain.pluginAll(Object),0,0,0,0,0,0,1,0,0,0,0,0,1,0
org.apache.ibatis.session.Configuration.hasStatement(String),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.reflection.Reflector.getGetInvoker(String),1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.ibatis.reflection.MetaObject.getSetterType(String),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.executor.loader.ResultLoader.loadResult(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.apache.ibatis.cache.impl.PerpetualCache.putObject(Object,Object)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.apache.ibatis.executor.resultset.DefaultResultSetHandler.prependPrefix(String,String)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.ibatis.mapping.ResultMap.getAutoMapping(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.apache.ibatis.builder.xml.XMLIncludeTransformer.getVariablesContext(Node,Properties)",1,3,0,0,1,0,0,0,0,0,0,0,1,4
"org.apache.ibatis.reflection.MetaObject.findProperty(String,boolean)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.builder.annotation.MapperAnnotationBuilder.parsePendingMethods(),0,0,0,0,0,0,0,0,0,1,0,0,1,0
org.apache.ibatis.scripting.defaults.RawSqlSource.getBoundSql(Object),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.apache.ibatis.builder.xml.XMLIncludeTransformer.findSqlFragment(String,Properties)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.executor.statement.PreparedStatementHandler.update(Statement),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.cache.decorators.SoftCache.removeGarbageCollectedItems(),0,0,0,0,0,0,0,0,1,0,0,0,1,0
org.apache.ibatis.reflection.MetaClass.getSetterType(String),1,0,0,0,0,0,0,0,0,0,0,0,0,1
"org.apache.ibatis.type.StringTypeHandler.getNullableResult(ResultSet,String)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.jdbc.ScriptRunner.setLogWriter(PrintWriter),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.binding.MapperMethod.rowCountResult(int),1,0,0,0,0,0,0,0,0,0,0,0,0,1
"org.apache.ibatis.type.BaseTypeHandler.getResult(ResultSet,String)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.ibatis.scripting.LanguageDriverRegistry.getDefaultDriver(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.cache.TransactionalCacheManager.getTransactionalCache(Cache),1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.ibatis.logging.LogFactory.getLog(Class<?>),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.apache.ibatis.executor.resultset.DefaultResultSetHandler.putAncestor(Object,String)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.apache.ibatis.executor.resultset.DefaultResultSetHandler.skipRows(ResultSet,RowBounds)",1,1,0,0,0,1,0,0,0,0,0,0,1,2
org.apache.ibatis.cache.decorators.WeakCache.removeGarbageCollectedItems(),0,0,0,0,0,0,0,0,1,0,0,0,1,0
"org.apache.ibatis.executor.resultset.DefaultResultSetHandler.validateResultMapsCount(ResultSetWrapper,int)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.ibatis.jdbc.ScriptRunner.setAutoCommit(),0,1,0,0,0,0,0,0,0,0,0,0,0,1
"org.apache.ibatis.reflection.wrapper.BeanWrapper.findProperty(String,boolean)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.apache.ibatis.executor.resultset.ResultSetWrapper.getUnmappedColumnNames(ResultMap,String)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.ibatis.scripting.LanguageDriverRegistry.getDriver(Class<?>),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.session.Configuration.setReturnInstanceForEmptyRow(boolean),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.executor.ErrorContext.reset(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.builder.annotation.MapperAnnotationBuilder.hasNestedSelect(Result),1,0,0,0,0,0,0,0,0,0,0,0,0,1
"org.apache.ibatis.binding.MapperRegistry.getMapper(Class<T>,SqlSession)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"org.apache.ibatis.builder.BaseBuilder.resolveTypeHandler(Class<?>,Class<?extendsTypeHandler<?>>)",2,0,0,0,0,0,0,0,0,0,0,0,0,2
org.apache.ibatis.session.Configuration.isCallSettersOnNulls(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.logging.slf4j.Slf4jImpl.isDebugEnabled(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.apache.ibatis.cache.decorators.TransactionalCache.putObject(Object,Object)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.builder.BaseBuilder.resolveAlias(String),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.apache.ibatis.reflection.wrapper.BeanWrapper.set(PropertyTokenizer,Object)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.ibatis.cache.CacheKey.hashCode(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.apache.ibatis.builder.annotation.MapperAnnotationBuilder.applyResults(Result[],Class<?>,List<ResultMapping>)",0,1,0,0,0,0,1,0,0,0,0,0,1,1
org.apache.ibatis.session.defaults.DefaultSqlSession.getConnection(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.apache.ibatis.executor.loader.AbstractEnhancedDeserializationProxy.invoke(Object,Method,Object[])",0,5,0,0,0,0,0,0,0,0,0,0,0,5
org.apache.ibatis.session.Configuration.getTypeAliasRegistry(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.builder.xml.XMLIncludeTransformer.applyIncludes(Node),1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.ibatis.cache.decorators.WeakCache.getObject(Object),1,2,0,0,0,0,0,0,0,0,0,0,0,3
org.apache.ibatis.builder.xml.XMLConfigBuilder.transactionManagerElement(XNode),1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.ibatis.transaction.jdbc.JdbcTransaction.setDesiredAutoCommit(boolean),0,2,0,0,0,0,0,0,0,0,0,0,0,2
org.apache.ibatis.executor.BaseExecutor.close(boolean),0,1,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.ibatis.jdbc.ScriptRunner.rollbackConnection(),0,1,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.ibatis.executor.CachingExecutor.getTransaction(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.apache.ibatis.io.DefaultVFS.list(URL,String)",0,14,0,0,0,2,0,1,0,0,0,0,3,14
"org.apache.ibatis.type.UnknownTypeHandler.resolveTypeHandler(ResultSet,String)",0,2,0,0,0,1,0,0,0,0,0,0,1,2
org.apache.ibatis.session.Configuration.getDefaultScriptingLanguageInstance(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.mapping.ResultMapping.getProperty(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.cache.impl.PerpetualCache.removeObject(Object),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.reflection.wrapper.DefaultObjectWrapperFactory.hasWrapperFor(Object),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.scripting.xmltags.DynamicContext.getSql(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.builder.MapperBuilderAssistant.setCurrentNamespace(String),2,0,0,0,0,0,0,0,0,0,0,0,0,2
org.apache.ibatis.mapping.MappedStatement.getStatementLog(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.apache.ibatis.session.defaults.DefaultSqlSession.selectList(String,Object,RowBounds)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.apache.ibatis.builder.annotation.MapperAnnotationBuilder.chooseAnnotationType(Method,Set<Class<?extendsAnnotation>>)",0,1,0,0,0,0,1,0,0,0,0,0,1,1
"org.apache.ibatis.builder.MapperBuilderAssistant.resolveParameterJavaType(Class<?>,String,Class<?>,JdbcType)",2,1,0,0,0,0,0,0,0,0,0,0,0,3
"org.apache.ibatis.builder.xml.XMLStatementBuilder.databaseIdMatchesCurrent(String,String,String)",1,4,0,0,0,0,0,0,0,0,0,0,0,5
org.apache.ibatis.session.Configuration.getLanguageRegistry(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.builder.xml.XMLConfigBuilder.typeAliasesElement(XNode),1,2,0,0,0,0,0,1,0,0,0,0,1,3
org.apache.ibatis.io.Resources.getResourceAsReader(String),1,0,0,0,0,0,0,0,0,0,0,0,0,1
"org.apache.ibatis.binding.MapperProxy.invoke(Object,Method,Object[])",0,1,0,0,0,0,0,0,0,0,0,0,0,1
org.apache.ibatis.datasource.unpooled.UnpooledDataSource.configureConnection(Connection),2,0,0,0,0,0,0,0,0,0,0,0,0,2
"org.apache.ibatis.cache.decorators.LruCache.putObject(Object,Object)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.ibatis.builder.ParameterExpression.parse(String),1,0,0,0,0,0,0,0,0,0,0,0,0,1
"org.apache.ibatis.binding.MapperMethod.executeForMany(SqlSession,Object[])",2,1,0,0,0,0,0,0,0,0,0,0,0,3
